timestamp,co2_ppm
10/25/2021 01:00:01 PM,1218.86
10/25/2021 01:00:07 PM,1200.7
10/25/2021 01:00:12 PM,1194.24
10/25/2021 01:00:18 PM,1188.96
10/25/2021 01:00:23 PM,1183.86
10/25/2021 01:00:29 PM,1179.02
10/25/2021 01:00:35 PM,1175.52
10/25/2021 01:00:40 PM,1173.83
10/25/2021 01:00:46 PM,1170.21
10/25/2021 01:00:52 PM,1168.18
10/25/2021 01:00:57 PM,1163.61
10/25/2021 01:01:03 PM,1156.36
10/25/2021 01:01:08 PM,1153.29
10/25/2021 01:01:14 PM,1142.5
10/25/2021 01:01:20 PM,1137.07
10/25/2021 01:01:25 PM,1136.07
10/25/2021 01:01:31 PM,1134.2
10/25/2021 01:01:37 PM,1133.95
10/25/2021 01:01:42 PM,1133.45
10/25/2021 01:01:48 PM,1131.27
10/25/2021 01:01:54 PM,1129.91
10/25/2021 01:01:59 PM,1128.51
10/25/2021 01:02:05 PM,1129.12
10/25/2021 01:02:10 PM,1126.72
10/25/2021 01:02:16 PM,1126.04
10/25/2021 01:02:22 PM,1123.67
10/25/2021 01:02:27 PM,1122.38
10/25/2021 01:02:33 PM,1122.52
10/25/2021 01:02:38 PM,1120.67
10/25/2021 01:02:44 PM,1119.24
10/25/2021 01:02:50 PM,1118.33
10/25/2021 01:02:55 PM,1118.05
10/25/2021 01:03:01 PM,1117.56
10/25/2021 01:03:07 PM,1117.52
10/25/2021 01:03:12 PM,1116.5
10/25/2021 01:03:18 PM,1115.26
10/25/2021 01:03:23 PM,1113.59
10/25/2021 01:03:29 PM,1111.49
10/25/2021 01:03:35 PM,1111.39
10/25/2021 01:03:40 PM,1111.49
10/25/2021 01:03:46 PM,1110.26
10/25/2021 01:03:52 PM,1108.45
10/25/2021 01:03:57 PM,1107.61
10/25/2021 01:04:03 PM,1107.01
10/25/2021 01:04:08 PM,1105.4
10/25/2021 01:04:14 PM,1104.65
10/25/2021 01:04:20 PM,1103.74
10/25/2021 01:04:25 PM,1103.83
10/25/2021 01:04:31 PM,1101.87
10/25/2021 01:04:37 PM,1100.78
10/25/2021 01:04:42 PM,1100.02
10/25/2021 01:04:48 PM,1099.23
10/25/2021 01:04:53 PM,1098.69
10/25/2021 01:04:59 PM,1099.07
10/25/2021 01:05:05 PM,1099.06
10/25/2021 01:05:10 PM,1098.93
10/25/2021 01:05:16 PM,1098.64
10/25/2021 01:05:21 PM,1098.45
10/25/2021 01:05:27 PM,1098.83
10/25/2021 01:05:33 PM,1098.3
10/25/2021 01:05:38 PM,1098.19
10/25/2021 01:05:44 PM,1098.55
10/25/2021 01:05:50 PM,1097.06
10/25/2021 01:05:55 PM,1097.54
10/25/2021 01:06:01 PM,1098.02
10/25/2021 01:06:06 PM,1097.69
10/25/2021 01:06:12 PM,1097.08
10/25/2021 01:06:18 PM,1098.6
10/25/2021 01:06:23 PM,1099.0
10/25/2021 01:06:29 PM,1098.73
10/25/2021 01:06:34 PM,1098.91
10/25/2021 01:06:40 PM,1100.57
10/25/2021 01:06:46 PM,1098.84
10/25/2021 01:06:51 PM,1098.46
10/25/2021 01:06:57 PM,1097.82
10/25/2021 01:07:02 PM,1097.09
10/25/2021 01:07:08 PM,1097.23
10/25/2021 01:07:14 PM,1098.41
10/25/2021 01:07:19 PM,1099.31
10/25/2021 01:07:25 PM,1099.52
10/25/2021 01:07:31 PM,1098.34
10/25/2021 01:07:36 PM,1099.08
10/25/2021 01:07:42 PM,1099.6
10/25/2021 01:07:47 PM,1100.01
10/25/2021 01:07:53 PM,1099.24
10/25/2021 01:07:59 PM,1098.67
10/25/2021 01:08:04 PM,1099.11
10/25/2021 01:08:10 PM,1099.43
10/25/2021 01:08:15 PM,1100.25
10/25/2021 01:08:21 PM,1099.25
10/25/2021 01:08:27 PM,1098.64
10/25/2021 01:08:32 PM,1096.76
10/25/2021 01:08:38 PM,1095.62
10/25/2021 01:08:43 PM,1094.63
10/25/2021 01:08:49 PM,1093.93
10/25/2021 01:08:55 PM,1093.16
10/25/2021 01:09:00 PM,1091.8
10/25/2021 01:09:06 PM,1091.91
10/25/2021 01:09:11 PM,1091.78
10/25/2021 01:09:17 PM,1091.84
10/25/2021 01:09:23 PM,1090.17
10/25/2021 01:09:28 PM,1089.25
10/25/2021 01:09:34 PM,1090.37
10/25/2021 01:09:40 PM,1090.56
10/25/2021 01:09:45 PM,1090.07
10/25/2021 01:09:51 PM,1091.28
10/25/2021 01:09:56 PM,1091.38
10/25/2021 01:10:02 PM,1091.41
10/25/2021 01:10:08 PM,1091.25
10/25/2021 01:10:13 PM,1090.93
10/25/2021 01:10:19 PM,1090.62
10/25/2021 01:10:24 PM,1090.84
10/25/2021 01:10:30 PM,1091.58
10/25/2021 01:10:36 PM,1091.08
10/25/2021 01:10:41 PM,1091.43
10/25/2021 01:10:47 PM,1091.67
10/25/2021 01:10:52 PM,1090.74
10/25/2021 01:10:58 PM,1090.49
10/25/2021 01:11:04 PM,1089.65
10/25/2021 01:11:09 PM,1089.34
10/25/2021 01:11:15 PM,1090.46
10/25/2021 01:11:20 PM,1090.14
10/25/2021 01:11:26 PM,1091.02
10/25/2021 01:11:32 PM,1091.19
10/25/2021 01:11:37 PM,1091.94
10/25/2021 01:11:43 PM,1092.6
10/25/2021 01:11:48 PM,1092.69
10/25/2021 01:11:54 PM,1092.18
10/25/2021 01:12:00 PM,1092.43
10/25/2021 01:12:05 PM,1092.09
10/25/2021 01:12:11 PM,1092.86
10/25/2021 01:12:16 PM,1092.47
10/25/2021 01:12:22 PM,1091.74
10/25/2021 01:12:28 PM,1091.34
10/25/2021 01:12:33 PM,1090.72
10/25/2021 01:12:39 PM,1092.05
10/25/2021 01:12:44 PM,1092.28
10/25/2021 01:12:50 PM,1092.03
10/25/2021 01:12:56 PM,1092.21
10/25/2021 01:13:01 PM,1092.74
10/25/2021 01:13:07 PM,1092.82
10/25/2021 01:13:12 PM,1092.61
10/25/2021 01:13:18 PM,1092.87
10/25/2021 01:13:24 PM,1092.72
10/25/2021 01:13:29 PM,1093.01
10/25/2021 01:13:35 PM,1093.9
10/25/2021 01:13:40 PM,1094.09
10/25/2021 01:13:46 PM,1094.11
10/25/2021 01:13:52 PM,1094.49
10/25/2021 01:13:57 PM,1093.87
10/25/2021 01:14:03 PM,1093.13
10/25/2021 01:14:08 PM,1092.57
10/25/2021 01:14:14 PM,1093.4
10/25/2021 01:14:20 PM,1093.6
10/25/2021 01:14:25 PM,1093.08
10/25/2021 01:14:31 PM,1093.5
10/25/2021 01:15:09 PM,1095.79
10/25/2021 01:15:15 PM,1094.84
10/25/2021 01:15:20 PM,1093.05
10/25/2021 01:15:26 PM,1092.33
10/25/2021 01:15:31 PM,1091.05
10/25/2021 01:15:37 PM,1090.71
10/25/2021 01:15:43 PM,1088.9
10/25/2021 01:15:48 PM,1090.6
10/25/2021 01:15:54 PM,1091.04
10/25/2021 01:15:59 PM,1089.12
10/25/2021 01:16:05 PM,1088.07
10/25/2021 01:16:11 PM,1088.74
10/25/2021 01:16:16 PM,1087.19
10/25/2021 01:16:22 PM,1085.84
10/25/2021 01:16:27 PM,1086.65
10/25/2021 01:16:33 PM,1085.53
10/25/2021 01:16:39 PM,1084.0
10/25/2021 01:16:44 PM,1082.14
10/25/2021 01:16:50 PM,1080.41
10/25/2021 01:16:55 PM,1081.4
10/25/2021 01:17:01 PM,1081.17
10/25/2021 01:17:07 PM,1079.32
10/25/2021 01:17:12 PM,1075.89
10/25/2021 01:17:18 PM,1078.63
10/25/2021 01:17:23 PM,1081.17
10/25/2021 01:17:29 PM,1081.6
10/25/2021 01:17:35 PM,1081.57
10/25/2021 01:17:40 PM,1080.47
10/25/2021 01:18:19 PM,1080.95
10/25/2021 01:18:24 PM,1081.23
10/25/2021 01:18:30 PM,1084.04
10/25/2021 01:18:35 PM,1084.76
10/25/2021 01:18:41 PM,1084.61
10/25/2021 01:18:47 PM,1083.54
10/25/2021 01:18:52 PM,1083.84
10/25/2021 01:18:58 PM,1083.9
10/25/2021 01:19:03 PM,1083.94
10/25/2021 01:19:09 PM,1083.3
10/25/2021 01:19:15 PM,1080.94
10/25/2021 01:19:30 PM,1082.89
10/25/2021 01:19:36 PM,1119.46
10/25/2021 01:19:41 PM,1120.91
10/25/2021 01:19:47 PM,1132.81
10/25/2021 01:19:53 PM,1127.84
10/25/2021 01:19:58 PM,1129.73
10/25/2021 01:20:04 PM,1128.59
10/25/2021 01:20:09 PM,1125.67
10/25/2021 01:20:15 PM,1125.47
10/25/2021 01:20:21 PM,1121.31
10/25/2021 01:20:26 PM,1112.76
10/25/2021 01:20:32 PM,1110.4
10/25/2021 01:20:37 PM,1116.52
10/25/2021 01:20:43 PM,1114.58
10/25/2021 01:20:48 PM,1110.96
10/25/2021 01:20:54 PM,1100.35
10/25/2021 01:21:00 PM,1085.87
10/25/2021 01:21:05 PM,1102.47
10/25/2021 01:21:11 PM,1109.56
10/25/2021 01:21:16 PM,1122.84
10/25/2021 01:21:22 PM,1127.22
10/25/2021 01:21:28 PM,1129.36
10/25/2021 01:21:33 PM,1128.35
10/25/2021 01:21:39 PM,1130.11
10/25/2021 01:21:44 PM,1131.89
10/25/2021 01:21:50 PM,1129.61
10/25/2021 01:21:56 PM,1129.45
10/25/2021 01:22:01 PM,1131.45
10/25/2021 01:22:07 PM,1132.69
10/25/2021 01:22:12 PM,1133.74
10/25/2021 01:22:18 PM,1133.33
10/25/2021 01:22:24 PM,1132.94
10/25/2021 01:22:29 PM,1132.69
10/25/2021 01:22:35 PM,1130.11
10/25/2021 01:22:40 PM,1129.85
10/25/2021 01:22:46 PM,1131.74
10/25/2021 01:22:52 PM,1131.26
10/25/2021 01:22:57 PM,1130.94
10/25/2021 01:23:03 PM,1129.99
10/25/2021 01:23:08 PM,1129.71
10/25/2021 01:23:14 PM,1127.8
10/25/2021 01:23:20 PM,1128.28
10/25/2021 01:23:25 PM,1128.02
10/25/2021 01:23:31 PM,1128.19
10/25/2021 01:23:36 PM,1128.13
10/25/2021 01:23:42 PM,1129.17
10/25/2021 01:23:48 PM,1129.55
10/25/2021 01:23:53 PM,1131.99
10/25/2021 01:23:59 PM,1134.07
10/25/2021 01:24:04 PM,1147.23
10/25/2021 01:24:10 PM,1150.57
10/25/2021 01:24:16 PM,1130.89
10/25/2021 01:24:21 PM,1132.06
10/25/2021 01:24:27 PM,1139.52
10/25/2021 01:24:32 PM,1142.31
10/25/2021 01:24:38 PM,1140.87
10/25/2021 01:24:44 PM,1142.72
10/25/2021 01:24:49 PM,1141.47
10/25/2021 01:24:55 PM,1143.34
10/25/2021 01:25:00 PM,1144.06
10/25/2021 01:25:06 PM,1146.38
10/25/2021 01:25:12 PM,1145.76
10/25/2021 01:25:17 PM,1148.34
10/25/2021 01:25:23 PM,1151.97
10/25/2021 01:25:28 PM,1151.23
10/25/2021 01:25:34 PM,1150.64
10/25/2021 01:25:40 PM,1150.73
10/25/2021 01:25:45 PM,1148.77
10/25/2021 01:25:51 PM,1149.59
10/25/2021 01:25:56 PM,1150.36
10/25/2021 01:26:02 PM,1152.26
10/25/2021 01:26:08 PM,1153.42
10/25/2021 01:26:13 PM,1154.61
10/25/2021 01:26:19 PM,1153.31
10/25/2021 01:26:24 PM,1156.0
10/25/2021 01:26:30 PM,1157.27
10/25/2021 01:26:36 PM,1154.55
10/25/2021 01:26:41 PM,1152.12
10/25/2021 01:26:47 PM,1157.44
10/25/2021 01:26:52 PM,1162.87
10/25/2021 01:26:58 PM,1167.92
10/25/2021 01:27:04 PM,1171.53
10/25/2021 01:27:09 PM,1167.29
10/25/2021 01:27:15 PM,1165.46
10/25/2021 01:27:20 PM,1166.45
10/25/2021 01:27:26 PM,1173.97
10/25/2021 01:27:32 PM,1175.33
10/25/2021 01:27:37 PM,1175.87
10/25/2021 01:27:43 PM,1176.98
10/25/2021 01:27:48 PM,1170.58
10/25/2021 01:27:54 PM,1171.93
10/25/2021 01:28:00 PM,1172.06
10/25/2021 01:28:05 PM,1174.31
10/25/2021 01:28:11 PM,1199.4
10/25/2021 01:28:16 PM,1317.2
10/25/2021 01:28:22 PM,1416.7
10/25/2021 01:28:28 PM,1408.32
10/25/2021 01:28:33 PM,1406.28
10/25/2021 01:28:39 PM,1413.5
10/25/2021 01:28:45 PM,1419.87
10/25/2021 01:28:50 PM,1425.51
10/25/2021 01:28:56 PM,1429.19
10/25/2021 01:29:01 PM,1430.88
10/25/2021 01:29:07 PM,1431.9
10/25/2021 01:29:13 PM,1432.15
10/25/2021 01:29:18 PM,1427.9
10/25/2021 01:29:24 PM,1420.55
10/25/2021 01:29:29 PM,1420.9
10/25/2021 01:29:35 PM,1422.3
10/25/2021 01:29:41 PM,1408.85
10/25/2021 01:29:46 PM,1400.2
10/25/2021 01:29:52 PM,1376.22
10/25/2021 01:29:57 PM,1363.49
10/25/2021 01:30:03 PM,1356.06
10/25/2021 01:30:09 PM,1357.61
10/25/2021 01:30:14 PM,1364.01
10/25/2021 01:30:20 PM,1371.78
10/25/2021 01:30:25 PM,1382.77
10/25/2021 01:30:31 PM,1389.9
10/25/2021 01:30:37 PM,1410.28
10/25/2021 01:30:42 PM,1429.53
10/25/2021 01:30:48 PM,1438.92
10/25/2021 01:30:54 PM,1450.37
10/25/2021 01:30:59 PM,1459.79
10/25/2021 01:31:05 PM,1459.09
10/25/2021 01:31:10 PM,1456.25
10/25/2021 01:31:16 PM,1457.05
10/25/2021 01:31:22 PM,1453.33
10/25/2021 01:31:27 PM,1448.8
10/25/2021 01:31:33 PM,1445.3
10/25/2021 01:31:38 PM,1444.58
10/25/2021 01:31:44 PM,1443.42
10/25/2021 01:31:50 PM,1440.36
10/25/2021 01:31:55 PM,1438.12
10/25/2021 01:32:01 PM,1437.3
10/25/2021 01:32:07 PM,1432.14
10/25/2021 01:32:12 PM,1429.85
